PERMNO,date,TICKER,PERMCO,PRC,VOL,RET
13407,2014/5/9,FB,54084,57.24,52583858,0.008457
13407,2014/5/12,FB,54084,59.83,48575487,0.045248
13407,2014/5/13,FB,54084,59.83,48525476,0
13407,2014/5/14,FB,54084,59.23,47428583,-0.010028
13407,2014/5/15,FB,54084,57.919,56813940,-0.022134
13407,2014/5/16,FB,54084,58.0199,47933075,0.001742
13407,2014/5/19,FB,54084,59.21,43033925,0.020512
13407,2014/5/20,FB,54084,58.56,53931469,-0.010978
13407,2014/5/21,FB,54084,60.49,58991505,0.032958
13407,2014/5/22,FB,54084,60.52,54200116,0.000496
13407,2014/5/23,FB,54084,61.351,38295478,0.013731
13407,2014/5/27,FB,54084,63.48,55738663,0.034702
13407,2014/5/28,FB,54084,63.51,48120174,0.000473
13407,2014/5/29,FB,54084,63.83,42699745,0.005039
13407,2014/5/30,FB,54084,63.3,45284277,-0.008303
13407,2014/6/2,FB,54084,63.08,35997565,-0.003475
13407,2014/6/3,FB,54084,62.87,32216707,-0.003329
13407,2014/6/4,FB,54084,63.34,36514779,0.007476
13407,2014/6/5,FB,54084,63.186,47352368,-0.002431
13407,2014/6/6,FB,54084,62.5,42445066,-0.010857
13407,2014/6/9,FB,54084,62.88,37617593,0.00608
13407,2014/6/10,FB,54084,65.77,69338140,0.04596
13407,2014/6/11,FB,54084,65.781,44243026,0.000167
13407,2014/6/12,FB,54084,64.2901,55729828,-0.022665
13407,2014/6/13,FB,54084,64.5,29422402,0.003265
13407,2014/6/16,FB,54084,64.19,31232641,-0.004806
13407,2014/6/17,FB,54084,64.4,27909816,0.003272
13407,2014/6/18,FB,54084,65.6,35570154,0.018633
13407,2014/6/19,FB,54084,64.3415,34245182,-0.019184
13407,2014/6/20,FB,54084,64.5,46466943,0.002463
13407,2014/6/23,FB,54084,65.37,34560121,0.013488
13407,2014/6/24,FB,54084,65.72,57334867,0.005354
13407,2014/6/25,FB,54084,67.44,44314499,0.026172
13407,2014/6/26,FB,54084,67.13,47713944,-0.004597
13407,2014/6/27,FB,54084,67.6,46479619,0.007001
13407,2014/6/30,FB,54084,67.29,27201749,-0.004586
13407,2014/7/1,FB,54084,68.06,33317386,0.011443
13407,2014/7/2,FB,54084,66.45,41895220,-0.023656
13407,2014/7/3,FB,54084,66.29,25204623,-0.002408
13407,2014/7/7,FB,54084,65.29,28745099,-0.015085
13407,2014/7/8,FB,54084,62.76,68926036,-0.03875
13407,2014/7/9,FB,54084,64.97,51431582,0.035214
13407,2014/7/10,FB,54084,64.8725,44422415,-0.001501
13407,2014/7/11,FB,54084,66.34,39212022,0.022621
13407,2014/7/14,FB,54084,67.9,38678005,0.023515
13407,2014/7/15,FB,54084,67.165,44293144,-0.010825
13407,2014/7/16,FB,54084,67.66,29599239,0.00737
13407,2014/7/17,FB,54084,66.4099,38195198,-0.018476
13407,2014/7/18,FB,54084,68.4199,42457409,0.030267
13407,2014/7/21,FB,54084,69.4,49539121,0.014325
13407,2014/7/22,FB,54084,69.27,40397693,-0.001873
13407,2014/7/23,FB,54084,71.29,78434716,0.029161
13407,2014/7/24,FB,54084,74.98,124441374,0.05176
13407,2014/7/25,FB,54084,75.19,45917435,0.002801
13407,2014/7/28,FB,54084,74.92,41725249,-0.003591
13407,2014/7/29,FB,54084,73.71,41325970,-0.016151
13407,2014/7/30,FB,54084,74.677,37712090,0.013119
13407,2014/7/31,FB,54084,72.65,43991772,-0.027144
13407,2014/8/1,FB,54084,72.36,43540592,-0.003992
13407,2014/8/4,FB,54084,73.51,30776819,0.015893
13407,2014/8/5,FB,54084,72.69,34986147,-0.011155
13407,2014/8/6,FB,54084,72.47,30985533,-0.003027
13407,2014/8/7,FB,54084,73.17,38145550,0.009659
13407,2014/8/8,FB,54084,73.06,27210859,-0.001503
13407,2014/8/11,FB,54084,73.44,24591177,0.005201
13407,2014/8/12,FB,54084,72.83,27421248,-0.008306
13407,2014/8/13,FB,54084,73.77,29265662,0.012907
13407,2014/8/14,FB,54084,74.296,22207019,0.00713
13407,2014/8/15,FB,54084,73.63,38909161,-0.008964
13407,2014/8/18,FB,54084,74.59,23974806,0.013038
13407,2014/8/19,FB,54084,75.29,26678770,0.009385
13407,2014/8/20,FB,54084,74.81,22916678,-0.006375
13407,2014/8/21,FB,54084,74.57,20101979,-0.003208
13407,2014/8/22,FB,54084,74.57,20901031,0
13407,2014/8/25,FB,54084,75.02,19734103,0.006035
13407,2014/8/26,FB,54084,75.9601,23992668,0.012531
13407,2014/8/27,FB,54084,74.63,36323060,-0.017511
13407,2014/8/28,FB,54084,73.855,21946738,-0.010384
13407,2014/8/29,FB,54084,74.82,26241162,0.013066
13407,2014/9/2,FB,54084,76.68,34979438,0.02486
13407,2014/9/3,FB,54084,75.83,32389102,-0.011085
13407,2014/9/4,FB,54084,75.95,26676582,0.001582
13407,2014/9/5,FB,54084,77.26,29475854,0.017248
13407,2014/9/8,FB,54084,77.89,28183956,0.008154
13407,2014/9/9,FB,54084,76.67,28881803,-0.015663
13407,2014/9/10,FB,54084,77.43,29908606,0.009913
13407,2014/9/11,FB,54084,77.92,32247724,0.006328
13407,2014/9/12,FB,54084,77.48,26744356,-0.005647
13407,2014/9/15,FB,54084,74.58,49691130,-0.037429
13407,2014/9/16,FB,54084,76.08,37742482,0.020113
13407,2014/9/17,FB,54084,76.43,28693348,0.0046
13407,2014/9/18,FB,54084,77,23030936,0.007458
13407,2014/9/19,FB,54084,77.91,76671330,0.011818
13407,2014/9/22,FB,54084,76.8,31961015,-0.014247
13407,2014/9/23,FB,54084,78.29,36814111,0.019401
13407,2014/9/24,FB,54084,78.535,30679642,0.003129
13407,2014/9/25,FB,54084,77.22,37532580,-0.016744
13407,2014/9/26,FB,54084,78.79,28877012,0.020332
13407,2014/9/29,FB,54084,79,34030635,0.002665
13407,2014/9/30,FB,54084,79.04,35901860,0.000506
13407,2014/10/1,FB,54084,76.55,55090157,-0.031503
13407,2014/10/2,FB,54084,77.08,36487612,0.006924
13407,2014/10/3,FB,54084,77.44,23344873,0.00467
13407,2014/10/6,FB,54084,77.555,25729191,0.001485
13407,2014/10/7,FB,54084,76.29,25317488,-0.016311
13407,2014/10/8,FB,54084,77.52,32975514,0.016123
13407,2014/10/9,FB,54084,75.91,32487204,-0.020769
13407,2014/10/10,FB,54084,72.91,52146162,-0.03952
13407,2014/10/13,FB,54084,72.99,43937938,0.001097
13407,2014/10/14,FB,54084,73.59,50299288,0.00822
13407,2014/10/15,FB,54084,73.21,61537208,-0.005164
13407,2014/10/16,FB,54084,72.63,53545161,-0.007922
13407,2014/10/17,FB,54084,75.95,76341639,0.045711
13407,2014/10/20,FB,54084,76.95,34701260,0.013167
13407,2014/10/21,FB,54084,78.69,32252403,0.022612
13407,2014/10/22,FB,54084,78.37,41862393,-0.004067
13407,2014/10/23,FB,54084,80.04,35060600,0.021309
13407,2014/10/24,FB,54084,80.67,32247520,0.007871
13407,2014/10/27,FB,54084,80.28,30168921,-0.004835
13407,2014/10/28,FB,54084,80.77,74260844,0.006104
13407,2014/10/29,FB,54084,75.86,106470719,-0.06079
13407,2014/10/30,FB,54084,74.11,83369694,-0.023069
13407,2014/10/31,FB,54084,74.99,44546325,0.011874
13407,2014/11/3,FB,54084,73.88,40727330,-0.014802
13407,2014/11/4,FB,54084,75.76,39326471,0.025447
13407,2014/11/5,FB,54084,74.83,35912588,-0.012276
13407,2014/11/6,FB,54084,75.26,21383294,0.005746
13407,2014/11/7,FB,54084,75.6,20774381,0.004518
13407,2014/11/10,FB,54084,75,21575868,-0.007936
13407,2014/11/11,FB,54084,74.61,18735123,-0.0052
13407,2014/11/12,FB,54084,74.72,26536609,0.001474
13407,2014/11/13,FB,54084,74.25,26448451,-0.00629
13407,2014/11/14,FB,54084,74.88,19476878,0.008485
13407,2014/11/17,FB,54084,74.24,28701191,-0.008547
13407,2014/11/18,FB,54084,74.34,20696643,0.001347
13407,2014/11/19,FB,54084,73.33,25461163,-0.013586
13407,2014/11/20,FB,54084,73.6,19154862,0.003682
13407,2014/11/21,FB,54084,73.75,23060382,0.002038
13407,2014/11/24,FB,54084,74.01,22103831,0.003525
13407,2014/11/25,FB,54084,75.63,32250205,0.021889
13407,2014/11/26,FB,54084,77.62,32721685,0.026312
13407,2014/11/28,FB,54084,77.7,15997809,0.001031
13407,2014/12/1,FB,54084,75.1,31789866,-0.033462
13407,2014/12/2,FB,54084,75.46,16806884,0.004794
13407,2014/12/3,FB,54084,74.88,16689857,-0.007686
13407,2014/12/4,FB,54084,75.24,14836156,0.004808
13407,2014/12/5,FB,54084,76.36,24306446,0.014886
13407,2014/12/8,FB,54084,76.52,25733853,0.002095
13407,2014/12/9,FB,54084,76.84,25558584,0.004182
13407,2014/12/10,FB,54084,76.18,32210532,-0.008589
13407,2014/12/11,FB,54084,77.73,33492661,0.020347
13407,2014/12/12,FB,54084,77.83,28091617,0.001286
13407,2014/12/15,FB,54084,76.99,29396552,-0.010793
13407,2014/12/16,FB,54084,74.69,31555034,-0.029874
13407,2014/12/17,FB,54084,76.11,29208404,0.019012
13407,2014/12/18,FB,54084,78.4,34222081,0.030088
13407,2014/12/19,FB,54084,79.88,43350916,0.018877
13407,2014/12/22,FB,54084,81.45,31395770,0.019654
13407,2014/12/23,FB,54084,80.61,19865820,-0.010313
13407,2014/12/24,FB,54084,80.77,7685481,0.001985
13407,2014/12/26,FB,54084,80.775,10647388,0.000062
13407,2014/12/29,FB,54084,80.02,14134666,-0.009347
13407,2014/12/30,FB,54084,79.22,14370764,-0.009997
13407,2014/12/31,FB,54084,78.02,20040439,-0.015148
13407,2015/1/2,FB,54084,78.45,18177475,0.005511
13407,2015/1/5,FB,54084,77.19,26452191,-0.016061
13407,2015/1/6,FB,54084,76.15,27399288,-0.013473
13407,2015/1/7,FB,54084,76.15,22045333,0
13407,2015/1/8,FB,54084,78.175,23960953,0.026592
13407,2015/1/9,FB,54084,77.74,21157007,-0.005565
13407,2015/1/12,FB,54084,76.72,19190494,-0.013121
13407,2015/1/13,FB,54084,76.45,25179561,-0.003519
13407,2015/1/14,FB,54084,76.28,26035224,-0.002224
13407,2015/1/15,FB,54084,74.05,34133974,-0.029234
13407,2015/1/16,FB,54084,75.18,21791529,0.01526
13407,2015/1/20,FB,54084,76.24,23021614,0.014099
13407,2015/1/21,FB,54084,76.74,25096737,0.006558
13407,2015/1/22,FB,54084,77.65,19519458,0.011858
13407,2015/1/23,FB,54084,77.83,16747111,0.002318
13407,2015/1/26,FB,54084,77.495,19262487,-0.004304
13407,2015/1/27,FB,54084,75.78,20109977,-0.022131
13407,2015/1/28,FB,54084,76.24,53308169,0.00607
13407,2015/1/29,FB,54084,78,61293468,0.023085
13407,2015/1/30,FB,54084,75.91,42749491,-0.026795
13407,2015/2/2,FB,54084,74.99,41955758,-0.01212
13407,2015/2/3,FB,54084,75.4,26957714,0.005467
13407,2015/2/4,FB,54084,75.63,20279108,0.00305
13407,2015/2/5,FB,54084,75.615,15062573,-0.000198
13407,2015/2/6,FB,54084,74.47,21210990,-0.015142
13407,2015/2/9,FB,54084,74.44,16194322,-0.000403
13407,2015/2/10,FB,54084,75.19,15811344,0.010075
13407,2015/2/11,FB,54084,76.51,20877593,0.017556
13407,2015/2/12,FB,54084,76.23,17234976,-0.00366
13407,2015/2/13,FB,54084,75.74,18621860,-0.006428
13407,2015/2/17,FB,54084,75.6,25254400,-0.001848
13407,2015/2/18,FB,54084,76.71,22566421,0.014683
13407,2015/2/19,FB,54084,79.42,45851177,0.035328
13407,2015/2/20,FB,54084,79.895,36931998,0.005981
13407,2015/2/23,FB,54084,78.84,24139056,-0.013205
13407,2015/2/24,FB,54084,78.45,18897133,-0.004947
13407,2015/2/25,FB,54084,79.56,25608647,0.014149
13407,2015/2/26,FB,54084,80.41,31180891,0.010684
13407,2015/2/27,FB,54084,78.97,30739197,-0.017908
13407,2015/3/2,FB,54084,79.75,21662537,0.009877
13407,2015/3/3,FB,54084,79.6,18634973,-0.001881
13407,2015/3/4,FB,54084,80.895,28137969,0.016269
13407,2015/3/5,FB,54084,81.21,27825733,0.003894
13407,2015/3/6,FB,54084,80.005,24488581,-0.014838
13407,2015/3/9,FB,54084,79.44,18925097,-0.007062
13407,2015/3/10,FB,54084,77.55,23072697,-0.023792
13407,2015/3/11,FB,54084,77.57,20215704,0.000258
13407,2015/3/12,FB,54084,78.93,16093319,0.017533
13407,2015/3/13,FB,54084,78.05,18557296,-0.011149
13407,2015/3/16,FB,54084,78.07,19305406,0.000256
13407,2015/3/17,FB,54084,79.365,22169969,0.016588
13407,2015/3/18,FB,54084,80.91,36912446,0.019467
13407,2015/3/19,FB,54084,82.75,42099558,0.022741
13407,2015/3/20,FB,54084,83.8,44466323,0.012689
13407,2015/3/23,FB,54084,84.43,27357333,0.007518
13407,2015/3/24,FB,54084,85.31,32576522,0.010423
13407,2015/3/25,FB,54084,82.92,37436147,-0.028015
13407,2015/3/26,FB,54084,83.01,32794800,0.001085
13407,2015/3/27,FB,54084,83.3,18372582,0.003494
13407,2015/3/30,FB,54084,83.195,24527886,-0.001261
13407,2015/3/31,FB,54084,82.215,19734277,-0.01178
13407,2015/4/1,FB,54084,81.665,22058167,-0.00669
13407,2015/4/2,FB,54084,81.555,19664053,-0.001347
13407,2015/4/6,FB,54084,82.44,19062934,0.010852
13407,2015/4/7,FB,54084,82.32,17467042,-0.001456
13407,2015/4/8,FB,54084,82.275,18966732,-0.000547
13407,2015/4/9,FB,54084,82.17,15927281,-0.001276
13407,2015/4/10,FB,54084,82.04,12529738,-0.001582
13407,2015/4/13,FB,54084,83.01,26883094,0.011824
13407,2015/4/14,FB,54084,83.515,19634173,0.006084
13407,2015/4/15,FB,54084,82.705,22390943,-0.009699
13407,2015/4/16,FB,54084,82.31,13769687,-0.004776
13407,2015/4/17,FB,54084,80.775,24214983,-0.018649
13407,2015/4/20,FB,54084,83.09,28796661,0.02866
13407,2015/4/21,FB,54084,83.62,27173252,0.006379
13407,2015/4/22,FB,54084,84.63,45546863,0.012078
13407,2015/4/23,FB,54084,82.41,73729780,-0.026232
13407,2015/4/24,FB,54084,81.53,29660456,-0.010678
13407,2015/4/27,FB,54084,81.91,25446076,0.004661
13407,2015/4/28,FB,54084,80.68,23775144,-0.015017
13407,2015/4/29,FB,54084,80.465,26430058,-0.002665
13407,2015/4/30,FB,54084,78.77,28999005,-0.021065
13407,2015/5/1,FB,54084,78.99,24136358,0.002793
13407,2015/5/4,FB,54084,78.81,14691991,-0.002279
13407,2015/5/5,FB,54084,77.56,22311533,-0.015861
13407,2015/5/6,FB,54084,78.1,28663026,0.006962
13407,2015/5/7,FB,54084,78.425,19749428,0.004161
13407,2015/5/8,FB,54084,78.51,19943595,0.001084
13407,2015/5/11,FB,54084,78.01,18874054,-0.006369
13407,2015/5/12,FB,54084,77.46,21285310,-0.00705
13407,2015/5/13,FB,54084,78.44,21512309,0.012652
13407,2015/5/14,FB,54084,81.37,49437996,0.037353
13407,2015/5/15,FB,54084,80.42,27071884,-0.011675
13407,2015/5/18,FB,54084,80.88,21613674,0.00572
13407,2015/5/19,FB,54084,80.63,17955389,-0.003091
13407,2015/5/20,FB,54084,80.55,23056899,-0.000992
13407,2015/5/21,FB,54084,80.48,13402749,-0.000869
13407,2015/5/22,FB,54084,80.54,19567937,0.000745
13407,2015/5/26,FB,54084,79.335,16321339,-0.014962
13407,2015/5/27,FB,54084,80.55,14160865,0.015315
13407,2015/5/28,FB,54084,80.145,11982008,-0.005028
13407,2015/5/29,FB,54084,79.19,16134580,-0.011916
13407,2015/6/1,FB,54084,80.29,18119012,0.013891
13407,2015/6/2,FB,54084,80.445,18923300,0.00193
13407,2015/6/3,FB,54084,82.44,31774993,0.0248
13407,2015/6/4,FB,54084,82.05,20863877,-0.004731
13407,2015/6/5,FB,54084,82.14,16143093,0.001097
13407,2015/6/8,FB,54084,80.67,16915471,-0.017896
13407,2015/6/9,FB,54084,80.67,16497538,0
13407,2015/6/10,FB,54084,82.16,21531293,0.01847
13407,2015/6/11,FB,54084,81.83,18656811,-0.004017
13407,2015/6/12,FB,54084,81.53,11417882,-0.003666
13407,2015/6/15,FB,54084,80.71,18805087,-0.010058
13407,2015/6/16,FB,54084,81.06,13693974,0.004336
13407,2015/6/17,FB,54084,81.79,18350287,0.009006
13407,2015/6/18,FB,54084,82.905,26782573,0.013632
13407,2015/6/19,FB,54084,82.51,23353194,-0.004764
13407,2015/6/22,FB,54084,84.74,29383079,0.027027
13407,2015/6/23,FB,54084,87.88,50667853,0.037055
13407,2015/6/24,FB,54084,88.86,41370227,0.011152
13407,2015/6/25,FB,54084,87.98,27301967,-0.009903
13407,2015/6/26,FB,54084,88.01,38214647,0.000341
13407,2015/6/29,FB,54084,85.8,35957872,-0.025111
13407,2015/6/30,FB,54084,85.765,23233883,-0.000408
13407,2015/7/1,FB,54084,86.91,25260045,0.01335
13407,2015/7/2,FB,54084,87.285,16908781,0.004315
13407,2015/7/6,FB,54084,87.55,24635915,0.003036
13407,2015/7/7,FB,54084,87.22,33059921,-0.003769
13407,2015/7/8,FB,54084,85.65,24399340,-0.018
13407,2015/7/9,FB,54084,85.88,23307402,0.002685
13407,2015/7/10,FB,54084,87.95,23245873,0.024103
13407,2015/7/13,FB,54084,90.1,29976870,0.024446
13407,2015/7/14,FB,54084,89.68,26627849,-0.004661
13407,2015/7/15,FB,54084,89.76,30891401,0.000892
13407,2015/7/16,FB,54084,90.85,21804086,0.012143
13407,2015/7/17,FB,54084,94.97,54001635,0.04535
13407,2015/7/20,FB,54084,97.91,54875101,0.030957
13407,2015/7/21,FB,54084,98.39,39453332,0.004902
13407,2015/7/22,FB,54084,97.04,28299518,-0.013721
13407,2015/7/23,FB,54084,95.44,29418833,-0.016488
13407,2015/7/24,FB,54084,96.95,33445710,0.015821
13407,2015/7/27,FB,54084,94.17,38616775,-0.028675
13407,2015/7/28,FB,54084,95.29,35236043,0.011893
13407,2015/7/29,FB,54084,96.99,64650320,0.01784
13407,2015/7/30,FB,54084,95.21,86212423,-0.018352
13407,2015/7/31,FB,54084,94.01,46569045,-0.012604
13407,2015/8/3,FB,54084,94.14,29343117,0.001383
13407,2015/8/4,FB,54084,94.06,20167823,-0.00085
13407,2015/8/5,FB,54084,96.44,29813510,0.025303
13407,2015/8/6,FB,54084,95.12,42271323,-0.013687
13407,2015/8/7,FB,54084,94.3,23199145,-0.008621
13407,2015/8/10,FB,54084,94.15,21624153,-0.001591
13407,2015/8/11,FB,54084,93.62,22491031,-0.005629
13407,2015/8/12,FB,54084,94.19,27120375,0.006088
13407,2015/8/13,FB,54084,93.43,17451768,-0.008069
13407,2015/8/14,FB,54084,94.42,15929656,0.010596
13407,2015/8/17,FB,54084,93.93,18313531,-0.00519
13407,2015/8/18,FB,54084,95.17,22278848,0.013201
13407,2015/8/19,FB,54084,95.31,23251271,0.001471
13407,2015/8/20,FB,54084,90.56,44598224,-0.049837
13407,2015/8/21,FB,54084,86.06,62793076,-0.049691
13407,2015/8/24,FB,54084,82.09,83713028,-0.046131
13407,2015/8/25,FB,54084,83,52021230,0.011085
13407,2015/8/26,FB,54084,87.19,45126602,0.050482
13407,2015/8/27,FB,54084,89.73,42431450,0.029132
13407,2015/8/28,FB,54084,91.01,33215885,0.014265
13407,2015/8/31,FB,54084,89.43,32850666,-0.017361
13407,2015/9/1,FB,54084,87.23,36097370,-0.0246
